Model,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Your_user_name-19154307,69.20335820895522,79.06343283582089,73.21268656716418,72.3544776119403,71.2518656716418,68.25746268656717,3.328358208955224,0.0914179104477612
