Model,C,break_ties,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose,Algoritmo,Tipo_modelo
Your_user_name-21214718,1,False,200,,0.0,ovr,3,scale,rbf,-1,True,,True,0.001,False,SVC,1
