Model,objective,use_label_encoder,base_score,booster,callbacks,colsample_bylevel,colsample_bynode,colsample_bytree,early_stopping_rounds,enable_categorical,eval_metric,gamma,gpu_id,grow_policy,importance_type,interaction_constraints,learning_rate,max_bin,max_cat_to_onehot,max_delta_step,max_depth,max_leaves,min_child_weight,missing,monotone_constraints,n_estimators,n_jobs,num_parallel_tree,predictor,random_state,reg_alpha,reg_lambda,sampling_method,scale_pos_weight,subsample,tree_method,validate_parameters,verbosity,Algoritmo,Tipo_modelo
Your_user_name-20230226152641,binary:logistic,False,0.5,gbtree,,1,1,1,,False,,0,-1,depthwise,,,0.300000012,256,4,0,1,0,1,,(),100,0,1,auto,0,0,1,uniform,1,1,exact,1,,XGBClassifier,1
