Model,Tipo_metrica,Tipo_modelo,Algoritmo,umbral,AUC,Gini,PRAUC,F1_score,Accuracy,Recall,Precision,Fecha,Comentario
Your_user_name-20230226152641,Clasificacion,1,XGBClassifier,0.5,0.873904761904762,0.7478095238095239,0.8571360688160438,0.7373271889400921,0.8067796610169492,0.6666666666666666,0.8247422680412371,2023-02-26 15:26:00,
